,Unnamed: 0,Unnamed: 0.1,acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost
14,14,14,0.0174,The Greatest,Sia,60,0.639,210920,0.785,0.00107,10,0.0512,-6.167,0,0.174,191.95,4,The Greatest,19,0.7,1,FALSE,FALSE,FALSE,FALSE,FALSE
15,15,15,0.0592,In the Name of Love,Martin Garrix,1,0.49,195840,0.485,0,4,0.337,-6.237,0,0.0406,133.889,4,In the Name of Love,2,0.185,1,FALSE,FALSE,FALSE,FALSE,FALSE
16,16,16,0.0623,Call On Me - Ryan Riback Extended Remix,Starley,2,0.676,222041,0.843,0.000752,0,0.181,-4.068,1,0.0367,105.003,4,Call On Me - Ryan Riback Extended Remix,6,0.725,1,FALSE,TRUE,FALSE,FALSE,FALSE
17,17,17,0.187,Chantaje,Shakira,60,0.852,195840,0.773,3.05E-05,8,0.159,-2.921,0,0.0776,102.034,4,Chantaje,3,0.908,1,FALSE,FALSE,FALSE,FALSE,FALSE
18,18,18,0.0408,Side To Side,Ariana Grande,58,0.648,226160,0.738,0,6,0.292,-5.883,0,0.247,159.145,4,Side To Side,5,0.606,1,FALSE,FALSE,FALSE,FALSE,FALSE
19,19,19,0.00383,Just Hold On,Steve Aoki,58,0.647,198774,0.932,1.50E-06,11,0.0574,-3.515,1,0.0824,114.991,4,Just Hold On,1,0.387,1,FALSE,FALSE,FALSE,FALSE,FALSE
20,20,20,0.189,Last Christmas,Wham!,31,0.735,262960,0.478,2.48E-06,2,0.355,-12.472,1,0.0293,107.682,4,Last Christmas,1,0.944,1,FALSE,FALSE,FALSE,FALSE,FALSE
21,21,21,0.371,Starving,Hailee Steinfeld,1,0.636,181880,0.633,0,4,0.102,-4.23,1,0.126,99.721,4,Starving,6,0.527,1,FALSE,FALSE,FALSE,FALSE,FALSE
22,22,22,0.061,Bad and Boujee (feat. Lil Uzi Vert),Migos,61,0.927,343150,0.665,0,11,0.123,-5.313,1,0.244,127.076,4,Bad and Boujee (feat. Lil Uzi Vert),4,0.166,1,TRUE,FALSE,FALSE,FALSE,FALSE
23,23,23,0.21,Bad Things (with Camila Cabello),Machine Gun Kelly,3,0.675,239293,0.69,0,2,0.287,-4.761,1,0.132,137.817,4,Bad Things (with Camila Cabello),10,0.277,1,FALSE,FALSE,TRUE,FALSE,FALSE
24,24,24,0.137,Mercy,Shawn Mendes,1,0.469,208733,0.68,0,11,0.11,-4.921,0,0.117,147.734,4,Mercy,2,0.355,1,FALSE,FALSE,FALSE,FALSE,FALSE
25,25,25,0.0935,My Way,Calvin Harris,62,0.819,219160,0.913,3.72E-05,4,0.161,-3.059,0,0.0427,119.989,4,My Way,1,0.523,1,FALSE,FALSE,FALSE,FALSE,FALSE
26,26,26,0.0841,Heathens,Twenty One Pilots,62,0.732,195920,0.396,3.58E-05,4,0.105,-9.348,0,0.0286,90.024,4,Heathens,1,0.547,1,FALSE,FALSE,FALSE,FALSE,FALSE
27,27,27,0.097,All We Know,The Chainsmokers,62,0.662,194080,0.586,0.00272,0,0.115,-8.821,1,0.0307,90,4,All We Know,1,0.324,1,FALSE,FALSE,FALSE,FALSE,FALSE
28,28,28,0.16,Don't Let Me Down,The Chainsmokers,1,0.542,208053,0.859,0.00466,11,0.137,-5.651,1,0.197,159.797,4,Don't Let Me Down,6,0.408,1,FALSE,FALSE,FALSE,FALSE,FALSE
29,29,29,0.123,Treat You Better,Shawn Mendes,1,0.624,187973,0.803,0,10,0.114,-4.105,0,0.246,166.018,4,Treat You Better,3,0.81,1,FALSE,FALSE,FALSE,FALSE,FALSE
30,30,30,0.0294,Scars To Your Beautiful,Alessia Cara,3,0.591,230227,0.741,0,0,0.11,-5.751,1,0.139,97.048,4,Scars To Your Beautiful,10,0.439,1,FALSE,FALSE,FALSE,FALSE,FALSE
31,31,31,0.4,Reggaetón Lento (Bailemos),CNCO,61,0.761,222560,0.838,0,4,0.176,-3.073,0,0.0502,93.974,4,Reggaetón Lento (Bailemos),3,0.717,1,FALSE,FALSE,FALSE,FALSE,FALSE
32,32,32,0.591,Love Me Now,John Legend,62,0.488,210293,0.762,0,8,0.0763,-3.842,1,0.0865,123.889,4,Love Me Now,5,0.717,1,FALSE,FALSE,FALSE,FALSE,FALSE
33,33,33,0.0038,All Night,The Vamps,59,0.544,197640,0.809,0,8,0.323,-5.098,1,0.0363,145.017,4,All Night,2,0.462,1,FALSE,FALSE,FALSE,FALSE,FALSE
34,34,34,0.0123,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,60,0.667,236002,0.83,0,0,0.191,-5.715,1,0.0749,113.03,4,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",1,0.716,1,FALSE,FALSE,FALSE,FALSE,FALSE
35,35,35,0.273,Now and Later,Sage The Gemini,62,0.781,193181,0.57,0,11,0.196,-5.874,0,0.188,107.059,4,Now and Later,15,0.858,1,FALSE,FALSE,FALSE,FALSE,FALSE
36,36,36,0.0707,The Mack,Nevada,59,0.707,167038,0.883,0,0,0.23,-4.281,1,0.0602,106.031,4,The Mack,1,0.542,1,FALSE,FALSE,FALSE,FALSE,FALSE
37,37,37,0.0778,By Your Side,Jonas Blue,59,0.696,201254,0.743,0,6,0.0581,-3.838,1,0.0331,122.978,4,By Your Side,1,0.613,1,FALSE,FALSE,FALSE,FALSE,FALSE
38,38,38,0.621,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,We Don't Talk Anymore (feat. Selena Gomez),5,0.35,1,TRUE,FALSE,FALSE,FALSE,FALSE
39,39,39,0.186,Alone,Alan Walker,62,0.676,161200,0.929,0.000405,10,0.121,-3.194,1,0.0458,97.019,4,Alone,1,0.151,1,FALSE,FALSE,FALSE,FALSE,FALSE
40,40,40,0.907,It's Beginning To Look A Lot Like Christmas,Michael Bublé,2,0.35,206347,0.232,9.21E-06,4,0.292,-11.042,1,0.0331,93.269,3,It's Beginning To Look A Lot Like Christmas,1,0.381,1,FALSE,FALSE,FALSE,FALSE,FALSE
41,41,41,0.0853,I Would Like,Zara Larsson,61,0.486,226720,0.713,0,2,0.0839,-3.949,0,0.0524,121.028,4,I Would Like,3,0.3,1,FALSE,FALSE,FALSE,FALSE,FALSE
42,42,42,0.181,Party Monster,The Weeknd,3,0.585,249213,0.612,1.03E-05,1,0.293,-8.341,1,0.0806,77.487,4,Party Monster,2,0.173,1,FALSE,FALSE,FALSE,FALSE,FALSE
43,43,43,0.551,Safari,J Balvin,58,0.508,205600,0.687,3.41E-06,0,0.126,-4.361,1,0.326,180.044,4,Safari,3,0.565,1,FALSE,FALSE,FALSE,FALSE,FALSE
44,44,44,0.766,It's the Most Wonderful Time of the Year,Andy Williams,20,0.24,151933,0.598,0,7,0.117,-8.435,1,0.037,202.082,3,It's the Most Wonderful Time of the Year,4,0.755,1,FALSE,FALSE,FALSE,FALSE,FALSE
45,45,45,0.0472,Cheap Thrills,Sia,53,0.628,211667,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,Cheap Thrills,6,0.73,1,FALSE,FALSE,FALSE,FALSE,FALSE
46,46,46,0.361,Deja Vu,J. Cole,3,0.653,264747,0.409,0.00012,9,0.189,-11.446,1,0.421,174.324,4,Deja Vu,3,0.181,1,FALSE,FALSE,FALSE,FALSE,FALSE
47,47,47,0.236,Broccoli (feat. Lil Yachty),DRAM,61,0.886,225205,0.525,0,8,0.057,-7.39,1,0.131,145.99,4,Broccoli (feat. Lil Yachty),7,0.708,1,TRUE,FALSE,FALSE,FALSE,FALSE
48,48,48,0.0353,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,59,0.663,197933,0.713,7.68E-06,7,0.0843,-6.647,0,0.112,101.965,4,I Took A Pill In Ibiza - Seeb Remix,13,0.684,1,FALSE,TRUE,FALSE,FALSE,FALSE
49,49,49,0.176,Caroline,Aminé,3,0.941,209640,0.323,0,10,0.205,-10.307,1,0.506,120.036,4,Caroline,3,0.663,1,FALSE,FALSE,FALSE,FALSE,FALSE
50,50,50,0.614,Jingle Bell Rock,Bobby Helms,58,0.741,129893,0.34,0,2,0.0955,-13.421,1,0.0446,119.606,4,Jingle Bell Rock,7,0.819,1,FALSE,FALSE,FALSE,FALSE,FALSE
51,51,51,0.00431,Vente Pa' Ca,Ricky Martin,62,0.663,259196,0.92,1.69E-05,11,0.101,-4.07,0,0.226,99.935,4,Vente Pa' Ca,1,0.521,1,FALSE,FALSE,FALSE,FALSE,FALSE
52,52,52,0.0559,Otra Vez (feat. J Balvin),Zion & Lennox,58,0.832,209453,0.772,0.000486,10,0.44,-5.429,1,0.1,96.016,4,Otra Vez (feat. J Balvin),7,0.714,1,TRUE,FALSE,FALSE,FALSE,FALSE
53,53,53,0.00835,Ride,Twenty One Pilots,61,0.645,214507,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,Ride,3,0.58,1,FALSE,FALSE,FALSE,FALSE,FALSE
54,54,54,0.112,Shed a Light,Robin Schulz,62,0.483,191379,0.787,0,8,0.257,-5.244,1,0.102,122.058,4,Shed a Light,1,0.556,1,FALSE,FALSE,FALSE,FALSE,FALSE
55,55,55,0.157,"How Far I'll Go - From ""Moana""",Alessia Cara,29,0.314,175517,0.555,0.000108,9,0.067,-9.601,1,0.37,179.666,4,"How Far I'll Go - From ""Moana""",1,0.156,1,FALSE,FALSE,FALSE,FALSE,FALSE
56,56,56,0.586,Hear Me Now,Alok,8,0.789,192846,0.442,0.00366,11,0.0927,-7.844,1,0.0421,121.971,4,Hear Me Now,1,0.455,1,FALSE,FALSE,FALSE,FALSE,FALSE
57,57,57,0.0623,Sexual,NEIKED,59,0.803,188889,0.569,0,2,0.083,-7.392,1,0.0739,107.986,4,Sexual,1,0.807,1,FALSE,FALSE,FALSE,FALSE,FALSE
58,58,58,0.881,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,62,0.603,155600,0.321,0,2,0.34,-11.489,1,0.0599,143.104,4,Let It Snow! Let It Snow! Let It Snow!,10,0.861,1,FALSE,FALSE,FALSE,FALSE,FALSE
59,59,59,0.675,White Christmas,Bing Crosby,3,0.261,177480,0.143,0.272,9,0.349,-16.363,1,0.0364,91.387,4,White Christmas,11,0.247,1,FALSE,FALSE,FALSE,FALSE,FALSE
60,60,60,0.373,Perfect Strangers,Jonas Blue,3,0.736,195313,0.835,0,1,0.262,-4.941,1,0.0472,117.958,4,Perfect Strangers,18,0.679,1,FALSE,FALSE,FALSE,FALSE,FALSE
61,61,61,0.199,This Is What You Came For,Calvin Harris,62,0.63,222160,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,4,This Is What You Came For,1,0.46,1,FALSE,FALSE,FALSE,FALSE,FALSE
62,62,62,0.105,Bounce Back,Big Sean,3,0.77,222360,0.567,0,2,0.125,-5.698,1,0.175,81.477,4,Bounce Back,3,0.256,1,FALSE,FALSE,FALSE,FALSE,FALSE
63,63,63,0.0573,Too Good,Drake,59,0.804,263373,0.648,3.49E-05,7,0.102,-7.805,1,0.117,117.983,4,Too Good,16,0.385,1,FALSE,FALSE,FALSE,FALSE,FALSE
64,64,64,0.0462,Stressed Out,Twenty One Pilots,61,0.734,202333,0.637,2.29E-05,4,0.0602,-5.677,0,0.141,169.977,4,Stressed Out,2,0.638,1,FALSE,FALSE,FALSE,FALSE,FALSE
65,65,65,0.706,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,55,0.703,125827,0.407,0,8,0.45,-12.155,1,0.0504,140.057,4,Rockin' Around The Christmas Tree - Single Version,7,0.85,1,FALSE,FALSE,FALSE,FALSE,FALSE
66,66,66,0.687,"i hate u, i love u (feat. olivia o'brien)",gnash,62,0.492,251034,0.275,0,6,0.101,-13.4,0,0.3,92.6,4,"i hate u, i love u (feat. olivia o'brien)",6,0.18,1,TRUE,FALSE,FALSE,FALSE,FALSE
67,67,67,0.534,Feliz Navidad,José Feliciano,56,0.485,182360,0.857,0,2,0.347,-7.059,1,0.0442,148.749,4,Feliz Navidad,22,0.963,1,FALSE,FALSE,FALSE,FALSE,FALSE
68,68,68,0.103,Work from Home,Fifth Harmony,60,0.803,214480,0.585,3.94E-06,8,0.0644,-5.861,1,0.0432,105.017,4,Work from Home,2,0.588,1,FALSE,FALSE,FALSE,FALSE,FALSE
69,69,69,0.164,Do They Know It's Christmas? - 1984 Version,Band Aid,51,0.599,222533,0.642,3.33E-05,0,0.0992,-6.936,1,0.0363,115.412,4,Do They Know It's Christmas? - 1984 Version,2,0.353,1,FALSE,FALSE,FALSE,FALSE,FALSE
70,70,70,0.393,Human,Rag'n'Bone Man,62,0.602,200187,0.707,0,11,0.165,-4.097,1,0.302,75.09,4,Human,1,0.539,1,FALSE,FALSE,FALSE,FALSE,FALSE
71,71,71,0.0291,Faded,Alan Walker,62,0.589,212627,0.651,3.20E-06,6,0.111,-5.097,1,0.0306,90.011,4,Faded,1,0.161,1,FALSE,FALSE,FALSE,FALSE,FALSE
72,72,72,0.028,Panda,Desiigner,59,0.576,246761,0.766,1.68E-06,10,0.366,-4.943,0,0.449,144.833,4,Panda,14,0.25,1,FALSE,FALSE,FALSE,FALSE,FALSE
73,73,73,0.835,Love Yourself,Justin Bieber,56,0.609,233720,0.378,0,4,0.28,-9.828,1,0.438,100.418,4,Love Yourself,5,0.529,1,FALSE,FALSE,FALSE,FALSE,FALSE
74,74,74,0.0752,Work,Rihanna,59,0.725,219320,0.534,0,11,0.0919,-6.238,1,0.0946,91.974,4,Work,4,0.543,1,FALSE,FALSE,FALSE,FALSE,FALSE
75,75,75,0.0797,Sorry,Justin Bieber,56,0.654,200787,0.76,0,0,0.299,-3.669,0,0.045,99.945,4,Sorry,4,0.393,1,FALSE,FALSE,FALSE,FALSE,FALSE
76,76,76,0.902,Blue Christmas,Elvis Presley,62,0.465,129173,0.27,0.00104,4,0.145,-16.661,1,0.0425,94.519,4,Blue Christmas,5,0.58,1,FALSE,FALSE,FALSE,FALSE,FALSE
77,77,77,0.255,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,62,0.502,243491,0.786,0,9,0.65,-4.378,0,0.317,169.021,4,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1,0.734,1,TRUE,FALSE,TRUE,FALSE,FALSE
78,78,78,0.0435,Solo Dance,Martin Jensen,45,0.744,174933,0.836,0,6,0.194,-2.396,0,0.0507,114.965,4,Solo Dance,1,0.354,1,FALSE,FALSE,FALSE,FALSE,FALSE
79,79,79,0.00381,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,62,0.807,144244,0.887,0,1,0.391,-3.892,1,0.275,160.517,4,Juju On That Beat (TZ Anthem),1,0.794,1,FALSE,FALSE,FALSE,FALSE,FALSE
80,80,80,0.017,Setting Fires,The Chainsmokers,62,0.627,247427,0.717,0,8,0.261,-5.751,0,0.0376,105.05,4,Setting Fires,1,0.569,1,FALSE,FALSE,FALSE,FALSE,FALSE
81,81,81,0.128,Merry Christmas Everyone - Remastered,Shakin' Stevens,1,0.541,220160,0.909,0,9,0.128,-3.101,1,0.0358,203.862,4,Merry Christmas Everyone - Remastered,5,0.962,1,FALSE,FALSE,FALSE,FALSE,FALSE
82,82,82,0.592,Make Me (Cry),Noah Cyrus,62,0.588,242081,0.471,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,Make Me (Cry),1,0.209,1,FALSE,FALSE,FALSE,FALSE,FALSE
83,83,83,0.0464,Santa Tell Me,Ariana Grande,59,0.464,204093,0.63,0,7,0.295,-7.337,1,0.182,132.96,5,Santa Tell Me,1,0.53,1,FALSE,FALSE,FALSE,FALSE,FALSE
84,84,84,0.198,La Bicicleta,Carlos Vives,61,0.736,227707,0.964,2.32E-06,0,0.336,-2.147,1,0.129,179.935,4,La Bicicleta,10,0.945,1,FALSE,FALSE,FALSE,FALSE,FALSE
85,85,85,0.0312,Chill Bill,Rob $tone,62,0.886,177184,0.427,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,Chill Bill,1,0.236,1,FALSE,FALSE,FALSE,FALSE,FALSE
86,86,86,0.319,Happy Xmas (War Is Over) - 2010 Digital Remaster,John Lennon,62,0.328,213880,0.607,0,2,0.765,-11.076,1,0.0315,146.539,3,Happy Xmas (War Is Over) - 2010 Digital Remaster,14,0.387,1,FALSE,FALSE,FALSE,FALSE,FALSE
87,87,87,0.0316,Shout Out to My Ex,Little Mix,62,0.774,246240,0.739,5.95E-06,0,0.119,-4.022,1,0.0952,126.002,4,Shout Out to My Ex,1,0.816,1,FALSE,FALSE,FALSE,FALSE,FALSE
88,88,88,0.0845,Lot to Learn,Luke Christopher,62,0.422,248387,0.852,0,6,0.0687,-3.546,1,0.208,82.914,4,Lot to Learn,15,0.651,1,FALSE,FALSE,FALSE,FALSE,FALSE
89,89,89,0.511,Mistletoe,Justin Bieber,58,0.666,182947,0.543,0,6,0.0911,-9.188,0,0.0446,161.947,4,Mistletoe,2,0.875,1,FALSE,FALSE,FALSE,FALSE,FALSE
90,90,90,0.142,Traicionera,Sebastian Yatra,59,0.776,228467,0.669,0,11,0.219,-4.933,1,0.0638,91.012,4,Traicionera,1,0.646,1,FALSE,FALSE,FALSE,FALSE,FALSE
91,91,91,0.0773,Controlla,Drake,59,0.607,245227,0.476,0,10,0.113,-11.076,0,0.249,122.976,5,Controlla,11,0.339,1,FALSE,FALSE,FALSE,FALSE,FALSE
92,92,92,0.0189,Water Under the Bridge,Adele,18,0.596,240427,0.838,1.54E-05,5,0.108,-6.52,0,0.0704,94.982,4,Water Under the Bridge,6,0.479,1,FALSE,FALSE,FALSE,FALSE,FALSE
93,93,93,0.0225,The Ocean,Mike Perry,62,0.632,183414,0.575,1.81E-06,5,0.104,-6.478,1,0.029,90.037,4,The Ocean,1,0.229,1,FALSE,FALSE,FALSE,FALSE,FALSE
94,94,94,0.00868,Hymn For The Weekend - Seeb Remix,Coldplay,2,0.565,212647,0.849,4.68E-06,0,0.12,-3.516,0,0.0517,102.034,4,Hymn For The Weekend - Seeb Remix,13,0.43,1,FALSE,TRUE,FALSE,FALSE,FALSE
95,95,95,0.107,Needed Me,Rihanna,2,0.688,191600,0.325,0,5,0.0837,-8.083,0,0.251,110.888,4,Needed Me,7,0.274,1,FALSE,FALSE,FALSE,FALSE,FALSE
96,96,96,0.494,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,59,0.42,215670,0.636,0,10,0.122,-7.216,1,0.22,156.104,5,Trust Nobody (feat. Selena Gomez & Tory Lanez),8,0.784,1,TRUE,FALSE,FALSE,FALSE,FALSE
97,97,97,0.135,Sidewalks,The Weeknd,3,0.542,231360,0.727,0,1,0.328,-5.268,0,0.0849,150.098,4,Sidewalks,9,0.568,1,FALSE,FALSE,FALSE,FALSE,FALSE
98,98,98,0.904,The Christmas Song (Merry Christmas To You),Nat King Cole,60,0.31,190973,0.095,3.43E-05,1,0.128,-17.828,1,0.0366,72.76,4,The Christmas Song (Merry Christmas To You),6,0.191,1,FALSE,FALSE,FALSE,FALSE,FALSE
99,99,99,0.373,X (feat. Future),21 Savage,62,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.395,149.004,4,X (feat. Future),3,0.114,1,TRUE,FALSE,FALSE,FALSE,FALSE
100,100,100,0.076,Shaky Shaky,Daddy Yankee,59,0.899,234320,0.626,0,6,0.0631,-4.228,0,0.292,88.007,4,Shaky Shaky,1,0.871,1,FALSE,FALSE,FALSE,FALSE,FALSE
101,101,101,0.0375,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2,0.746,166138,0.877,0.000833,9,0.233,-3.782,0,0.0666,107.985,4,Light It Up (feat. Nyla & Fuse ODG) - Remix,10,0.762,1,TRUE,TRUE,FALSE,FALSE,FALSE
102,102,102,0.156,Cake By The Ocean,DNCE,59,0.774,219147,0.764,0,4,0.0383,-5.445,0,0.0518,118.997,4,Cake By The Ocean,3,0.909,1,FALSE,FALSE,FALSE,FALSE,FALSE
103,103,103,0.313,7 Years,Lukas Graham,1,0.728,237300,0.489,0,10,0.386,-5.868,1,0.0611,119.816,4,7 Years,1,0.335,1,FALSE,FALSE,FALSE,FALSE,FALSE
104,104,104,0.196,Versace On The Floor,Bruno Mars,62,0.578,261240,0.574,0,2,0.083,-6.209,1,0.0454,174.152,4,Versace On The Floor,5,0.301,1,FALSE,FALSE,FALSE,FALSE,FALSE
105,105,105,0.729,Sunset Lover,Petit Biscuit,62,0.783,237793,0.467,0.809,6,0.109,-9.474,1,0.0503,90.838,4,Sunset Lover,1,0.236,1,FALSE,FALSE,FALSE,FALSE,FALSE
106,106,106,0.00479,Sneakin’,Drake,3,0.804,251333,0.56,0,8,0.164,-6.682,1,0.185,85.023,4,Sneakin’,1,0.264,1,FALSE,FALSE,FALSE,FALSE,FALSE
107,107,107,0.102,Six Feet Under,The Weeknd,3,0.768,237573,0.485,0,6,0.128,-8.435,0,0.0825,140.016,4,Six Feet Under,10,0.276,1,FALSE,FALSE,FALSE,FALSE,FALSE
108,108,108,0.136,No Heart,21 Savage,62,0.906,235040,0.444,6.44E-05,4,0.173,-8.692,0,0.384,140.063,4,No Heart,2,0.68,1,FALSE,FALSE,FALSE,FALSE,FALSE
109,109,109,0.501,Fairytale of New York (feat. Kirsty MacColl),The Pogues,62,0.319,272200,0.651,4.73E-05,2,0.241,-6.335,1,0.0342,118.501,4,Fairytale of New York (feat. Kirsty MacColl),4,0.48,1,TRUE,FALSE,FALSE,FALSE,FALSE
110,110,110,0.454,Hallelujah,Pentatonix,62,0.321,268960,0.377,0,10,0.338,-7.385,1,0.0361,119.483,4,Hallelujah,8,0.355,1,FALSE,FALSE,FALSE,FALSE,FALSE
111,111,111,0.0199,Middle,DJ Snake,58,0.611,220573,0.7,0,9,0.0549,-5.331,1,0.0436,104.981,4,Middle,2,0.233,1,FALSE,FALSE,FALSE,FALSE,FALSE
112,112,112,0.153,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,0,0.779,177095,0.671,1.12E-05,9,0.115,-5.829,1,0.0814,104.953,4,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),1,0.711,1,TRUE,FALSE,FALSE,FALSE,FALSE
113,113,113,0.0398,Capsize,FRENSHIP,62,0.683,237707,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,4,Capsize,2,0.35,1,FALSE,FALSE,FALSE,FALSE,FALSE
114,114,114,0.0161,Into You,Ariana Grande,58,0.636,244453,0.727,1.12E-06,9,0.151,-5.852,1,0.106,107.988,4,Into You,4,0.364,1,FALSE,FALSE,FALSE,FALSE,FALSE
115,115,115,0.08,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,59,0.793,195547,0.729,3.10E-05,0,0.317,-4.77,0,0.0394,121.972,4,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,2,0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE
116,116,116,0.456,Deu Onda,MC G15,62,0.931,144039,0.604,0,0,0.0488,-1.41,0,0.0573,129.926,4,Deu Onda,1,0.877,1,FALSE,FALSE,FALSE,FALSE,FALSE
117,117,117,0.0786,DUELE EL CORAZON,Enrique Iglesias,62,0.724,200813,0.904,0,8,0.226,-3.354,0,0.0966,90.999,4,DUELE EL CORAZON,1,0.851,1,FALSE,FALSE,FALSE,FALSE,FALSE
118,118,118,0.562,Fresh Eyes,Andy Grammer,2,0.822,198001,0.544,2.40E-05,0,0.144,-6.797,1,0.0332,122.047,4,Fresh Eyes,1,0.865,1,FALSE,FALSE,FALSE,FALSE,FALSE
119,119,119,0.358,Neighbors,J. Cole,3,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4,Neighbors,7,0.413,1,FALSE,FALSE,FALSE,FALSE,FALSE
120,120,120,0.199,Redbone,Childish Gambino,3,0.743,326933,0.359,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,Redbone,6,0.588,1,FALSE,FALSE,FALSE,FALSE,FALSE
